date,product_id,category,brand,region,channel,season,base_price,current_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index,unit_cost,competitor_price
2026-03-05,P1089,Apparel,Puma,DE,web,Spring,18.75,16.88,-9.97,10,Percentage Discount,5,84.4,415,0,73.53,8.26,21.41
2026-03-06,P1089,Apparel,Puma,DE,mobile,Spring,18.75,18.75,0.0,0,None,8,150.0,374,0,117.65,7.80,18.11
2026-03-07,P1089,Apparel,Puma,DE,web,Spring,18.75,13.12,-30.03,30,Percentage Discount,7,91.84,259,0,102.94,7.56,19.30
2026-03-08,P1089,Apparel,Puma,DE,mobile,Spring,18.75,18.75,0.0,0,None,7,131.25,308,0,102.94,9.08,19.45
2026-03-09,P1089,Apparel,Puma,DE,mobile,Spring,18.75,12.19,-34.99,35,Buy One Get One,10,121.9,238,0,147.06,9.52,20.97
2026-03-10,P1089,Apparel,Puma,DE,app,Spring,18.75,16.88,-9.97,10,Percentage Discount,7,118.16,171,0,102.94,10.32,18.81
2026-03-11,P1089,Apparel,Puma,DE,web,Spring,18.75,13.12,-30.03,30,Flash Sale,5,65.6,298,0,73.53,10.36,19.72
2026-03-12,P1089,Apparel,Puma,DE,mobile,Spring,18.75,13.12,-30.03,30,Percentage Discount,7,91.84,29,0,102.94,11.53,20.22
2026-03-13,P1089,Apparel,Puma,DE,mobile,Spring,18.75,18.75,0.0,0,None,5,93.75,211,0,73.53,10.13,19.87
2026-03-14,P1089,Apparel,Puma,DE,web,Spring,18.75,18.75,0.0,0,None,6,112.5,177,0,88.24,13.06,19.12
2026-03-15,P1089,Apparel,Puma,DE,web,Spring,18.75,13.12,-30.03,30,Percentage Discount,8,104.96,281,0,117.65,10.32,20.45
2026-03-16,P1089,Apparel,Puma,DE,web,Spring,18.75,15.94,-14.99,15,Member Offer,8,127.52,320,0,117.65,10.27,20.56
2026-03-17,P1089,Apparel,Puma,DE,app,Spring,18.75,18.75,0.0,0,None,6,112.5,323,0,88.24,9.50,20.44
2026-03-18,P1089,Apparel,Puma,DE,app,Spring,18.75,16.88,-9.97,10,Percentage Discount,8,135.04,267,0,117.65,10.18,18.18
2026-03-19,P1089,Apparel,Puma,DE,app,Spring,18.75,16.88,-9.97,10,Percentage Discount,7,118.16,233,0,102.94,12.42,18.14
2026-03-20,P1089,Apparel,Puma,DE,app,Spring,18.75,16.88,-9.97,10,Percentage Discount,6,101.28,322,0,88.24,12.66,20.07
2026-03-21,P1089,Apparel,Puma,DE,mobile,Spring,18.75,18.75,0.0,0,None,6,112.5,212,0,88.24,9.15,18.06
2026-03-22,P1089,Apparel,Puma,DE,app,Spring,18.75,11.25,-40.0,40,Clearance,9,101.25,319,0,132.35,12.38,18.02
2026-03-23,P1089,Apparel,Puma,DE,mobile,Spring,18.75,13.12,-30.03,30,Clearance,8,104.96,104,0,117.65,9.61,20.47
2026-03-24,P1089,Apparel,Puma,DE,web,Spring,18.75,18.75,0.0,0,None,8,150.0,231,0,117.65,12.79,20.81
2026-03-25,P1089,Apparel,Puma,DE,mobile,Spring,18.75,18.75,0.0,0,None,6,112.5,226,0,88.24,11.09,19.95
2026-03-26,P1089,Apparel,Puma,DE,web,Spring,18.75,12.19,-34.99,35,Buy One Get One,9,109.71,310,0,132.35,9.49,17.89
2026-03-27,P1089,Apparel,Puma,DE,web,Spring,18.75,18.75,0.0,0,None,4,75.0,421,0,58.82,12.34,21.42
2026-03-28,P1089,Apparel,Puma,DE,app,Spring,18.75,18.75,0.0,0,None,5,93.75,408,0,73.53,11.57,20.57
2026-03-29,P1089,Apparel,Puma,DE,app,Spring,18.75,18.75,0.0,0,None,8,150.0,398,0,117.65,8.65,18.31
2026-03-30,P1089,Apparel,Puma,DE,web,Spring,18.75,12.19,-34.99,35,Buy One Get One,7,85.33,206,0,102.94,10.27,19.75
2026-03-31,P1089,Apparel,Puma,DE,app,Spring,18.75,12.19,-34.99,35,Buy One Get One,9,109.71,320,0,132.35,9.74,19.76
2026-01-01,P1089,Apparel,Puma,CA,mobile,Winter,18.75,14.06,-25.01,25,Percentage Discount,12,168.72,130,0,176.47,9.89,21.45
2026-01-02,P1089,Apparel,Puma,CA,web,Winter,18.75,15.94,-14.99,15,Percentage Discount,7,111.58,315,0,102.94,13.03,19.95
2026-01-03,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,8,150.0,220,0,117.65,9.20,17.88
2026-01-04,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,9,168.75,204,0,132.35,8.79,21.35
2026-01-05,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,4,75.0,306,0,58.82,12.78,19.05
2026-01-06,P1089,Apparel,Puma,CA,app,Winter,18.75,17.81,-5.01,5,Member Offer,9,160.29,159,0,132.35,11.11,21.55
2026-01-07,P1089,Apparel,Puma,CA,web,Winter,18.75,11.25,-40.0,40,Flash Sale,11,123.75,331,0,161.76,12.44,21.25
2026-01-08,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,7,131.25,335,0,102.94,8.97,18.17
2026-01-09,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,9,168.75,218,0,132.35,11.75,17.96
2026-01-10,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,5,93.75,352,0,73.53,9.99,19.34
2026-01-11,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,8,150.0,381,0,117.65,12.25,21.56
2026-01-12,P1089,Apparel,Puma,CA,app,Winter,18.75,12.19,-34.99,35,Buy One Get One,8,97.52,145,0,117.65,8.75,19.08
2026-01-13,P1089,Apparel,Puma,CA,mobile,Winter,18.75,11.25,-40.0,40,Flash Sale,10,112.5,186,0,147.06,12.22,18.87
2026-01-14,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,9,168.75,291,0,132.35,9.60,19.45
2026-01-15,P1089,Apparel,Puma,CA,mobile,Winter,18.75,18.75,0.0,0,None,7,131.25,365,0,102.94,8.90,21.52
2026-01-16,P1089,Apparel,Puma,CA,web,Winter,18.75,15.94,-14.99,15,Percentage Discount,7,111.58,123,0,102.94,11.74,19.38
2026-01-17,P1089,Apparel,Puma,CA,app,Winter,18.75,17.81,-5.01,5,Member Offer,6,106.86,183,0,88.24,11.38,21.54
2026-01-18,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,3,56.25,294,0,44.12,10.54,20.76
2026-01-19,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,6,112.5,175,0,88.24,12.80,20.36
2026-01-20,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,8,150.0,129,0,117.65,8.43,20.51
2026-01-21,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,10,187.5,239,0,147.06,10.19,18.94
2026-01-22,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,6,112.5,228,0,88.24,9.29,19.77
2026-01-23,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,7,131.25,269,0,102.94,9.89,19.48
2026-01-24,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,6,112.5,470,0,88.24,7.89,20.42
2026-01-25,P1089,Apparel,Puma,CA,app,Winter,18.75,11.25,-40.0,40,Flash Sale,10,112.5,386,0,147.06,10.69,19.35
2026-01-26,P1089,Apparel,Puma,CA,web,Winter,18.75,13.12,-30.03,30,Clearance,7,91.84,378,0,102.94,9.62,18.24
2026-01-27,P1089,Apparel,Puma,CA,web,Winter,18.75,15.94,-14.99,15,Percentage Discount,10,159.4,211,0,147.06,11.08,21.03
2026-01-28,P1089,Apparel,Puma,CA,web,Winter,18.75,9.38,-49.97,50,Clearance,11,103.18,334,0,161.76,9.39,20.18
2026-01-29,P1089,Apparel,Puma,CA,web,Winter,18.75,13.12,-30.03,30,Percentage Discount,7,91.84,359,0,102.94,9.77,18.07
2026-01-30,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,6,112.5,274,0,88.24,9.08,18.66
2026-01-31,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,11,206.25,456,0,161.76,12.29,19.10
2026-02-01,P1089,Apparel,Puma,CA,web,Winter,18.75,15.0,-20.0,20,Flash Sale,8,120.0,261,0,117.65,8.61,20.31
2026-02-02,P1089,Apparel,Puma,CA,web,Winter,18.75,12.19,-34.99,35,Buy One Get One,6,73.14,265,0,88.24,10.38,18.53
2026-02-03,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,8,150.0,406,0,117.65,12.45,19.91
2026-02-04,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,9,168.75,320,0,132.35,12.20,19.97
2026-02-05,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,6,112.5,394,0,88.24,10.80,21.06
2026-02-06,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,6,112.5,279,0,88.24,8.88,21.30
2026-02-07,P1089,Apparel,Puma,CA,web,Winter,18.75,15.0,-20.0,20,Flash Sale,7,105.0,222,0,102.94,8.50,21.51
2026-02-08,P1089,Apparel,Puma,CA,app,Winter,18.75,17.81,-5.01,5,Member Offer,6,106.86,154,0,88.24,7.78,19.76
2026-02-09,P1089,Apparel,Puma,CA,app,Winter,18.75,9.38,-49.97,50,Clearance,8,75.04,274,0,117.65,9.37,21.27
2026-02-10,P1089,Apparel,Puma,CA,mobile,Winter,18.75,18.75,0.0,0,None,7,131.25,231,0,102.94,9.25,21.46
2026-02-11,P1089,Apparel,Puma,CA,mobile,Winter,18.75,18.75,0.0,0,None,8,150.0,213,0,117.65,7.67,18.47
2026-02-12,P1089,Apparel,Puma,CA,mobile,Winter,18.75,12.19,-34.99,35,Buy One Get One,10,121.9,364,0,147.06,8.09,20.35
2026-02-13,P1089,Apparel,Puma,CA,mobile,Winter,18.75,18.75,0.0,0,None,5,93.75,78,0,73.53,7.68,19.33
2026-02-14,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,6,112.5,152,0,88.24,8.91,21.13
2026-02-15,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,8,150.0,433,0,117.65,11.99,20.52
2026-02-16,P1089,Apparel,Puma,CA,web,Winter,18.75,13.12,-30.03,30,Flash Sale,7,91.84,372,0,102.94,8.72,18.58
2026-02-17,P1089,Apparel,Puma,CA,app,Winter,18.75,14.06,-25.01,25,Percentage Discount,10,140.6,258,0,147.06,12.10,18.37
2026-02-18,P1089,Apparel,Puma,CA,app,Winter,18.75,11.25,-40.0,40,Flash Sale,10,112.5,389,0,147.06,7.85,21.13
2026-02-19,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,8,150.0,425,0,117.65,9.97,20.82
2026-02-20,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,10,187.5,268,0,147.06,10.72,19.62
2026-02-21,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,7,131.25,227,0,102.94,12.15,18.42
2026-02-22,P1089,Apparel,Puma,CA,app,Winter,18.75,18.75,0.0,0,None,8,150.0,289,0,117.65,7.92,19.61
2026-02-23,P1089,Apparel,Puma,CA,mobile,Winter,18.75,15.0,-20.0,20,Flash Sale,11,165.0,185,0,161.76,12.46,20.08
2026-02-24,P1089,Apparel,Puma,CA,app,Winter,18.75,16.88,-9.97,10,Member Offer,9,151.92,297,0,132.35,12.71,20.87
2026-02-25,P1089,Apparel,Puma,CA,mobile,Winter,18.75,18.75,0.0,0,None,7,131.25,378,0,102.94,11.59,18.92
2026-02-26,P1089,Apparel,Puma,CA,web,Winter,18.75,16.88,-9.97,10,Percentage Discount,8,135.04,303,0,117.65,8.29,21.36
2026-02-27,P1089,Apparel,Puma,CA,web,Winter,18.75,18.75,0.0,0,None,7,131.25,398,0,102.94,10.93,18.18
2026-02-28,P1089,Apparel,Puma,CA,app,Winter,18.75,13.12,-30.03,30,Flash Sale,8,104.96,295,0,117.65,12.09,19.67
2026-03-01,P1089,Apparel,Puma,CA,web,Spring,18.75,14.06,-25.01,25,Percentage Discount,8,112.48,379,0,117.65,10.29,18.82
2026-03-02,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,8,150.0,365,0,117.65,11.81,18.12
2026-03-03,P1089,Apparel,Puma,CA,web,Spring,18.75,18.75,0.0,0,None,7,131.25,361,0,102.94,9.42,18.14
2026-03-04,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,7,131.25,137,0,102.94,10.20,19.08
2026-03-05,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,9,168.75,161,0,132.35,7.61,21.31
2026-03-06,P1089,Apparel,Puma,CA,web,Spring,18.75,18.75,0.0,0,None,7,131.25,348,0,102.94,11.35,19.39
2026-03-07,P1089,Apparel,Puma,CA,mobile,Spring,18.75,15.0,-20.0,20,Percentage Discount,5,75.0,272,0,73.53,7.95,18.35
2026-03-08,P1089,Apparel,Puma,CA,web,Spring,18.75,18.75,0.0,0,None,7,131.25,211,0,102.94,11.37,20.30
2026-03-09,P1089,Apparel,Puma,CA,app,Spring,18.75,12.19,-34.99,35,Buy One Get One,6,73.14,289,0,88.24,11.59,18.84
2026-03-10,P1089,Apparel,Puma,CA,web,Spring,18.75,12.19,-34.99,35,Buy One Get One,9,109.71,85,0,132.35,9.69,18.11
2026-03-11,P1089,Apparel,Puma,CA,app,Spring,18.75,12.19,-34.99,35,Buy One Get One,6,73.14,425,0,88.24,12.56,20.43
2026-03-12,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,5,93.75,258,0,73.53,12.98,19.01
2026-03-13,P1089,Apparel,Puma,CA,mobile,Spring,18.75,12.19,-34.99,35,Buy One Get One,8,97.52,235,0,117.65,10.93,19.28
2026-03-14,P1089,Apparel,Puma,CA,app,Spring,18.75,18.75,0.0,0,None,6,112.5,256,0,88.24,10.21,18.85
2026-03-15,P1089,Apparel,Puma,CA,web,Spring,18.75,14.06,-25.01,25,Percentage Discount,8,112.48,343,0,117.65,10.22,21.52
2026-03-16,P1089,Apparel,Puma,CA,app,Spring,18.75,9.38,-49.97,50,Clearance,7,65.66,199,0,102.94,9.28,20.40
2026-03-17,P1089,Apparel,Puma,CA,web,Spring,18.75,15.94,-14.99,15,Percentage Discount,6,95.64,386,0,88.24,12.57,19.44
2026-03-18,P1089,Apparel,Puma,CA,app,Spring,18.75,18.75,0.0,0,None,10,187.5,248,0,147.06,10.35,18.42
2026-03-19,P1089,Apparel,Puma,CA,app,Spring,18.75,18.75,0.0,0,None,8,150.0,360,0,117.65,11.83,20.99
2026-03-20,P1089,Apparel,Puma,CA,web,Spring,18.75,18.75,0.0,0,None,6,112.5,203,0,88.24,9.98,19.21
2026-03-21,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,10,187.5,280,0,147.06,11.72,19.55
2026-03-22,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,7,131.25,293,0,102.94,11.30,21.46
2026-03-23,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,10,187.5,225,0,147.06,8.19,18.06
2026-03-24,P1089,Apparel,Puma,CA,app,Spring,18.75,13.12,-30.03,30,Percentage Discount,6,78.72,255,0,88.24,10.82,21.44
2026-03-25,P1089,Apparel,Puma,CA,app,Spring,18.75,12.19,-34.99,35,Buy One Get One,9,109.71,257,0,132.35,12.31,20.27
2026-03-26,P1089,Apparel,Puma,CA,web,Spring,18.75,18.75,0.0,0,None,7,131.25,169,0,102.94,10.90,18.14
2026-03-27,P1089,Apparel,Puma,CA,web,Spring,18.75,13.12,-30.03,30,Clearance,9,118.08,293,0,132.35,9.64,20.60
2026-03-28,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,4,75.0,192,0,58.82,7.51,21.05
2026-03-29,P1089,Apparel,Puma,CA,mobile,Spring,18.75,18.75,0.0,0,None,8,150.0,262,0,117.65,13.02,20.20
2026-03-30,P1089,Apparel,Puma,CA,mobile,Spring,18.75,11.25,-40.0,40,Flash Sale,8,90.0,329,0,117.65,7.51,18.45
2026-03-31,P1089,Apparel,Puma,CA,app,Spring,18.75,12.19,-34.99,35,Buy One Get One,10,121.9,89,0,147.06,9.97,21.04
2026-01-01,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,9,168.75,374,0,132.35,11.86,20.57
2026-01-02,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,8,150.0,208,0,117.65,9.22,18.50
2026-01-03,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,7,131.25,271,0,102.94,10.34,20.99
2026-01-04,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,8,150.0,418,0,117.65,12.84,17.81
2026-01-05,P1089,Apparel,Puma,US,web,Winter,18.75,14.06,-25.01,25,Percentage Discount,7,98.42,282,0,102.94,12.95,18.64
2026-01-06,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,8,150.0,72,0,117.65,10.57,19.69
2026-01-07,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,9,168.75,239,0,132.35,11.75,19.39
2026-01-08,P1089,Apparel,Puma,US,web,Winter,18.75,15.94,-14.99,15,Member Offer,5,79.7,222,0,73.53,11.90,18.89
2026-01-09,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,9,168.75,351,0,132.35,12.55,19.09
2026-01-10,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,11,206.25,265,0,161.76,10.67,20.58
2026-01-11,P1089,Apparel,Puma,US,web,Winter,18.75,11.25,-40.0,40,Flash Sale,7,78.75,133,0,102.94,7.99,20.67
2026-01-12,P1089,Apparel,Puma,US,web,Winter,18.75,15.94,-14.99,15,Percentage Discount,6,95.64,437,0,88.24,10.54,19.85
2026-01-13,P1089,Apparel,Puma,US,mobile,Winter,18.75,15.0,-20.0,20,Percentage Discount,7,105.0,453,0,102.94,11.62,20.93
2026-01-14,P1089,Apparel,Puma,US,mobile,Winter,18.75,13.12,-30.03,30,Clearance,6,78.72,274,0,88.24,10.88,19.73
2026-01-15,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,10,187.5,342,0,147.06,11.42,20.07
2026-01-16,P1089,Apparel,Puma,US,app,Winter,18.75,13.12,-30.03,30,Percentage Discount,8,104.96,231,0,117.65,8.59,18.48
2026-01-17,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,10,187.5,267,0,147.06,8.68,19.99
2026-01-18,P1089,Apparel,Puma,US,mobile,Winter,18.75,15.94,-14.99,15,Percentage Discount,6,95.64,220,0,88.24,8.44,19.89
2026-01-19,P1089,Apparel,Puma,US,mobile,Winter,18.75,15.0,-20.0,20,Flash Sale,9,135.0,290,0,132.35,12.74,19.69
2026-01-20,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,7,131.25,198,0,102.94,7.64,20.38
2026-01-21,P1089,Apparel,Puma,US,mobile,Winter,18.75,13.12,-30.03,30,Percentage Discount,7,91.84,133,0,102.94,10.15,19.21
2026-01-22,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,7,131.25,315,0,102.94,13.06,20.78
2026-01-23,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,8,150.0,171,0,117.65,10.49,20.76
2026-01-24,P1089,Apparel,Puma,US,web,Winter,18.75,9.38,-49.97,50,Clearance,7,65.66,392,0,102.94,9.11,19.63
2026-01-25,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,6,112.5,288,0,88.24,11.40,19.26
2026-01-26,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,3,56.25,157,0,44.12,9.32,17.83
2026-01-27,P1089,Apparel,Puma,US,app,Winter,18.75,15.0,-20.0,20,Percentage Discount,7,105.0,255,0,102.94,8.31,20.61
2026-01-28,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,12,225.0,199,0,176.47,9.85,18.58
2026-01-29,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,7,131.25,390,0,102.94,12.62,18.23
2026-01-30,P1089,Apparel,Puma,US,mobile,Winter,18.75,17.81,-5.01,5,Member Offer,7,124.67,322,0,102.94,8.23,18.46
2026-01-31,P1089,Apparel,Puma,US,web,Winter,18.75,15.0,-20.0,20,Flash Sale,6,90.0,284,0,88.24,13.00,19.20
2026-02-01,P1089,Apparel,Puma,US,web,Winter,18.75,12.19,-34.99,35,Buy One Get One,4,48.76,168,0,58.82,8.96,18.33
2026-02-02,P1089,Apparel,Puma,US,web,Winter,18.75,12.19,-34.99,35,Buy One Get One,10,121.9,305,0,147.06,9.87,18.96
2026-02-03,P1089,Apparel,Puma,US,app,Winter,18.75,11.25,-40.0,40,Clearance,5,56.25,253,0,73.53,8.84,20.80
2026-02-04,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,4,75.0,160,0,58.82,11.61,17.82
2026-02-05,P1089,Apparel,Puma,US,mobile,Winter,18.75,12.19,-34.99,35,Buy One Get One,7,85.33,278,0,102.94,9.08,21.21
2026-02-06,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,7,131.25,197,0,102.94,9.58,20.58
2026-02-07,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,6,112.5,253,0,88.24,11.12,18.68
2026-02-08,P1089,Apparel,Puma,US,app,Winter,18.75,9.38,-49.97,50,Clearance,9,84.42,257,0,132.35,9.11,19.95
2026-02-09,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,6,112.5,259,0,88.24,11.21,19.40
2026-02-10,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,6,112.5,335,0,88.24,8.50,20.84
2026-02-11,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,6,112.5,162,0,88.24,8.92,19.46
2026-02-12,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,6,112.5,355,0,88.24,7.51,21.49
2026-02-13,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,5,93.75,347,0,73.53,8.36,20.36
2026-02-14,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,8,150.0,279,0,117.65,10.33,19.62
2026-02-15,P1089,Apparel,Puma,US,app,Winter,18.75,9.38,-49.97,50,Clearance,13,121.94,103,0,191.18,7.90,18.00
2026-02-16,P1089,Apparel,Puma,US,mobile,Winter,18.75,12.19,-34.99,35,Buy One Get One,9,109.71,256,0,132.35,8.93,19.78
2026-02-17,P1089,Apparel,Puma,US,web,Winter,18.75,15.0,-20.0,20,Percentage Discount,7,105.0,194,0,102.94,12.26,19.79
2026-02-18,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,8,150.0,370,0,117.65,11.76,18.84
2026-02-19,P1089,Apparel,Puma,US,app,Winter,18.75,17.81,-5.01,5,Member Offer,9,160.29,225,0,132.35,11.04,20.27
2026-02-20,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,9,168.75,318,0,132.35,8.85,20.07
2026-02-21,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,9,168.75,310,0,132.35,9.69,19.61
2026-02-22,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,8,150.0,216,0,117.65,8.88,21.09
2026-02-23,P1089,Apparel,Puma,US,mobile,Winter,18.75,17.81,-5.01,5,Member Offer,6,106.86,301,0,88.24,11.90,20.21
2026-02-24,P1089,Apparel,Puma,US,web,Winter,18.75,18.75,0.0,0,None,8,150.0,377,0,117.65,11.75,20.11
2026-02-25,P1089,Apparel,Puma,US,app,Winter,18.75,18.75,0.0,0,None,6,112.5,170,0,88.24,8.64,19.71
2026-02-26,P1089,Apparel,Puma,US,app,Winter,18.75,15.94,-14.99,15,Percentage Discount,9,143.46,325,0,132.35,11.58,19.79
2026-02-27,P1089,Apparel,Puma,US,web,Winter,18.75,16.88,-9.97,10,Percentage Discount,9,151.92,207,0,132.35,12.11,19.89
2026-02-28,P1089,Apparel,Puma,US,mobile,Winter,18.75,18.75,0.0,0,None,6,112.5,358,0,88.24,8.68,20.51
2026-03-01,P1089,Apparel,Puma,US,app,Spring,18.75,18.75,0.0,0,None,8,150.0,253,0,117.65,9.74,19.99
2026-03-02,P1089,Apparel,Puma,US,web,Spring,18.75,18.75,0.0,0,None,6,112.5,264,0,88.24,10.48,19.11
2026-03-03,P1089,Apparel,Puma,US,mobile,Spring,18.75,18.75,0.0,0,None,9,168.75,319,0,132.35,8.19,19.49
2026-03-04,P1089,Apparel,Puma,US,mobile,Spring,18.75,16.88,-9.97,10,Member Offer,9,151.92,400,0,132.35,10.63,20.51
2026-03-05,P1089,Apparel,Puma,US,app,Spring,18.75,13.12,-30.03,30,Clearance,10,131.2,197,0,147.06,12.94,18.20
2026-03-06,P1089,Apparel,Puma,US,web,Spring,18.75,13.12,-30.03,30,Percentage Discount,8,104.96,203,0,117.65,13.11,19.12
2026-03-07,P1089,Apparel,Puma,US,mobile,Spring,18.75,18.75,0.0,0,None,7,131.25,169,0,102.94,11.68,18.75
2026-03-08,P1089,Apparel,Puma,US,app,Spring,18.75,18.75,0.0,0,None,4,75.0,226,0,58.82,7.71,20.84
2026-03-09,P1089,Apparel,Puma,US,web,Spring,18.75,18.75,0.0,0,None,7,131.25,482,0,102.94,11.07,20.94
2026-03-10,P1089,Apparel,Puma,US,mobile,Spring,18.75,14.06,-25.01,25,Percentage Discount,9,126.54,410,0,132.35,11.05,18.70
2026-03-11,P1089,Apparel,Puma,US,app,Spring,18.75,18.75,0.0,0,None,10,187.5,221,0,147.06,10.56,19.65
2026-03-12,P1089,Apparel,Puma,US,app,Spring,18.75,14.06,-25.01,25,Percentage Discount,9,126.54,201,0,132.35,11.62,19.16
2026-03-13,P1089,Apparel,Puma,US,app,Spring,18.75,11.25,-40.0,40,Flash Sale,7,78.75,222,0,102.94,8.14,20.08
2026-03-14,P1089,Apparel,Puma,US,app,Spring,18.75,18.75,0.0,0,None,9,168.75,140,0,132.35,7.64,21.34
2026-03-15,P1089,Apparel,Puma,US,app,Spring,18.75,18.75,0.0,0,None,9,168.75,238,0,132.35,8.94,21.24
2026-03-16,P1089,Apparel,Puma,US,mobile,Spring,18.75,18.75,0.0,0,None,8,150.0,261,0,117.65,9.77,20.31
2026-03-17,P1089,Apparel,Puma,US,web,Spring,18.75,18.75,0.0,0,None,5,93.75,398,0,73.53,12.73,21.30
2026-03-18,P1089,Apparel,Puma,US,mobile,Spring,18.75,13.12,-30.03,30,Flash Sale,5,65.6,153,0,73.53,8.49,21.22
2026-03-19,P1089,Apparel,Puma,US,app,Spring,18.75,18.75,0.0,0,None,9,168.75,209,0,132.35,11.89,20.53
2026-03-20,P1089,Apparel,Puma,US,mobile,Spring,18.75,13.12,-30.03,30,Clearance,9,118.08,335,0,132.35,7.82,19.29
2026-03-21,P1089,Apparel,Puma,US,web,Spring,18.75,18.75,0.0,0,None,6,112.5,127,0,88.24,8.37,20.51
2026-03-22,P1089,Apparel,Puma,US,app,Spring,18.75,15.94,-14.99,15,Percentage Discount,8,127.52,213,0,117.65,9.80,20.18
